Bought Condition,Colour,Current Condition,Drivetrain,Engine Size,Horse Power,Make,Mileage,Model,Number of Cylinders,Registered city,Seats,Selling Condition,Trim,Year of manufacture,detail_url,State,City,name,price
Registered,Silver,Local Used,Front Wheel,2400,185,Hyundai,137803,Sonata,4,Abuja,,Registered,Limited w/Brown Leather 4dr Sedan (2.4L 4cyl 6A),2015,/jEY4wdZz4G0iv6MlcyKjHrc3VMsVc2A?lid=IIGbonfigmPydp2N,Delta State, Warri,Hyundai Sonata Limited w/Brown Leather 4dr Sedan (2.4L 4cyl 6A) 2015,"9,660,000"
Imported,Gray,Local Used,,3300,,Toyota,130681,Sienna,,Lagos,,Registered,,2004,/jEY4wdZJegaMyZmzrm4pwO4UcnqjDSm?lid=IIGbonfigmPydp2N,Lagos State, Abule Egba,Toyota Sienna 2004 Gray,"6,760,000"
Imported,Silver,Local Used,,1800,,Toyota,248696,Corolla,,,,Registered,,2010,/jEY4wdZDW84JmgUAJ2WrVzic0sVl6eb?lid=IIGbonfigmPydp2N,Lagos State, Ikorodu,Toyota Corolla 2010 Silver,"6,615,000"
Registered,Black,Local Used,,4700,,Lexus,242640,GX,,Rivers State,,Registered,,2020,/jEY4wdZEaypFIGsAuMm8337XQeAl5ku?lid=IIGbonfigmPydp2N,Rivers State, Port-Harcourt,Lexus GX 2020 Black,"13,125,000"
Registered,Gold,Local Used,,2400,,Toyota,105587,Camry,,,,Registered,,2005,/jEY4wdZJ3yC6o1QLqJw23xyuXgT330g?lid=IIGbonfigmPydp2N,Lagos State, Ikorodu,Toyota Camry 2005 Gold,"4,410,000"
Registered,Black,Local Used,,1800,,Toyota,252437,Corolla,,Lagos,,Registered,,2009,/jEY4wdZdrQJ7t2J2MNQbmXFb8YV93Ly?lid=4X0rzYcCWBo6DYiK,Oyo State, Ibadan,Toyota Corolla 2009 Black,"7,800,000"
Registered,Black,Local Used,All Wheel,3500,275,Toyota,458911,Highlander,6,Abuja,7,Registered,Limited 4x4,2008,/jEY4wdZgj1ISJP3iFonKzlGTQVCzYDW?lid=4X0rzYcCWBo6DYiK,Delta State, Warri,Toyota Highlander Limited 4x4 2008 Black,"12,480,000"
Registered,Black,Local Used,,2500,,Toyota,229367,Camry,,Lagos,,Registered,,2014,/jEY4wdZm5lh6gedproq5Lb14VIVZbnB?lid=4X0rzYcCWBo6DYiK,Oyo State, Ibadan,Toyota Camry 2014 Black,"7,875,000"
Registered,Black,Local Used,,,,Land Rover,128503,Lr3,,Abuja,,Registered,,2006,/jEY4wdZQB7AhFNQodJWNveEqXeDv58e?lid=4X0rzYcCWBo6DYiK,Abuja (FCT), Lugbe District,Land Rover Lr3 2006 Black,"5,250,000"
Brand new,Gray,Brand New,,1500,,Changan,384,X7 Plus,,,,Brand new,,2025,/jEY4wdZtZPFrwDIHlYNkdnSFMyCpyEQ?lid=4X0rzYcCWBo6DYiK,Oyo State, Ibadan,New Changan X7 Plus 2025 Gray,"36,750,000"
Imported,Blue,Local Used,,2400,,Hyundai,69493,Sonata,,,,Registered,,2011,/jEY4wdZkTS3apXu8DbbsH2SVHrgcCQ0?lid=4X0rzYcCWBo6DYiK,Lagos State, Ilupeju,Hyundai Sonata 2011 Blue,"6,825,000"
Imported,White,Local Used,,3500,,Honda,203578,Odyssey,,,,Registered,,2007,/jEY4wdZZyyKyEK08yyvEbecY7bdpTZh?lid=4X0rzYcCWBo6DYiK,Lagos State, Ikorodu,Honda Odyssey 2007 White,"3,885,000"
Imported,Red,Foreign Used,,3500,,Lexus,136162,IS,,,,Imported,,2007,/jEY4we008cWssSAn7io5SOF97aEmXrZ?lid=4X0rzYcCWBo6DYiK,Lagos State, Lekki,Lexus IS 2007 Red,"10,500,000"
Registered,Gold,Local Used,All Wheel,3300,233,Toyota,160932,Sienna,6,Kaduna,7,Registered,LE AWD,2005,/jEY4wdZmKNy6s1nNGr6tb5Oeli1wluB?lid=4X0rzYcCWBo6DYiK,Kaduna State, Kaduna / Kaduna State,Toyota Sienna LE AWD 2005 Gold,"4,515,000"
Registered,White,Local Used,,2500,,Lexus,121304,IS,,Abuja,,Registered,,2008,/jEY4wdZBqCbGogCmL5XEaJzZHP8ysKA?lid=4X0rzYcCWBo6DYiK,Enugu State, Enugu,Lexus IS 2008 White,"6,615,000"
Imported,Red,Local Used,,3500,,Acura,427366,MDX,,Lagos,,Registered,,2006,/jEY4wdZkdKTAzMKUnTnYUSOmSXSUj4j?lid=4X0rzYcCWBo6DYiK,Lagos State, Abule Egba,Acura MDX 2006 Red,"3,848,000"
Imported,Green,Local Used,,2400,,Honda,261984,CR-V,,,,Registered,,2007,/jEY4wdZWeycLrx9guf6MzgZNJV8Iq5L?lid=4X0rzYcCWBo6DYiK,Lagos State, Lekki,Honda CR-V 2007 Green,"6,240,000"
Registered,Black,Local Used,,3300,,Lexus,217217,ES,,Abuja,,Registered,,2005,/jEY4wdZX1jp0IlsOd8I3yYLv00gjobB?lid=4X0rzYcCWBo6DYiK,Lagos State, Alimosho,Lexus ES 2005 Black,"4,872,000"
Imported,Black,Local Used,All Wheel,3700,300,Acura,240485,ZDX,6,Lagos,5,Registered,Base AWD,2012,/jEY4wdZWJL5efREvV5J0dmO7oWnTJpe?lid=4X0rzYcCWBo6DYiK,Lagos State, Ojodu,Acura ZDX Base AWD 2012 Black,"12,600,000"
Imported,Orange,Local Used,,3500,,Ford,139662,Edge,,,,Registered,,2008,/jEY4wdZwYGHFUobamxkjyspEgOdPUou?lid=4X0rzYcCWBo6DYiK,Lagos State, Kosofe,Ford Edge 2008 Orange,"4,095,000"
Imported,Black,Foreign Used,,3000,,Mercedes-Benz,51011,E400,,,,Imported,,2020,/jEY4wdZT2JoW51KozSSCkloo6qZ4aTD?lid=weiyR8tCm6otn-oQ,Lagos State, Lekki,Mercedes-Benz E400 2020 Black,"72,450,000"
Imported,Black,Local Used,,2500,,Mercedes-Benz,165261,C230,,Lagos,,Registered,,2008,/jEY4wdZudj2ND7hxW1FAINci303awu6?lid=weiyR8tCm6otn-oQ,Lagos State, Ajah,Mercedes-Benz C230 2008 Black,"7,875,000"
Registered,Burgandy,Local Used,,4000,,Toyota,168415,FJ Cruiser,,,,Registered,,2007,/jEY4wdZBmtSKv2r6oCcSmjzf5XHBzQc?lid=weiyR8tCm6otn-oQ,Lagos State, Ojodu,Toyota FJ Cruiser 2007 Burgandy,"10,290,000"
Imported,Silver,Local Used,Front,1800,128,Toyota,233048,Corolla,4,,5,Registered,1.8 LE,2008,/jEY4wdZEomCuefQqClOPrUBuinJ3M4l?lid=weiyR8tCm6otn-oQ,Lagos State, Lekki,Toyota Corolla 1.8 LE 2008 Silver,"6,300,000"
Brand new,Gray,Local Used,,1500,,Nissan,216369,Almera,,Lagos,,Registered,,2014,/jEY4wdZz4Z8jHE5k1KgYMDUuEr9vzpd?lid=weiyR8tCm6otn-oQ,Lagos State, Ogba,Nissan Almera 2014 Gray,"6,300,000"
Registered,Black,Local Used,,2000,,Peugeot,186216,408,,,,Registered,,2011,/jEY4wdZpGl7xeZfOAjMTnRy8y2Xvedw?lid=weiyR8tCm6otn-oQ,Abuja (FCT), Jabi,Peugeot 408 2011 Black,"5,250,000"
Imported,Red,Local Used,,1800,,Toyota,408954,Corolla,,Lagos,,Registered,,2005,/jEY4wdZmviJuCt7DRvKTkCZ7i7Ac9EL?lid=weiyR8tCm6otn-oQ,Lagos State, Yaba,Toyota Corolla 2005 Red,"4,620,000"
Registered,Black,Local Used,,5000,,Land Rover,128480,Range Rover Sport,,Lagos,,Registered,,2012,/jEY4wdZpuVujKiyOS2RuDE55iU2lwM0?lid=weiyR8tCm6otn-oQ,Oyo State, Ibadan,Land Rover Range Rover Sport 2012 Black,"6,825,000"
Imported,Gray,Local Used,,2500,,Toyota,362230,Camry,,,,Registered,,2010,/jEY4wdZB1AsvLooW9TDGdxBwBamlshd?lid=weiyR8tCm6otn-oQ,Lagos State, Ikeja,Toyota Camry 2010 Gray,"6,693,750"
Imported,White,Local Used,Rear Wheel,3500,268,Mercedes-Benz,345377,E350,6,,5,Registered,Base 4dr Sedan RWD (3.5L 6cyl 7A),2010,/jEY4wdZ9rXbC5RUwltSxEGTNd0NtRza?lid=weiyR8tCm6otn-oQ,Lagos State, Lekki,Mercedes-Benz E350 Base 4dr Sedan RWD (3.5L 6cyl 7A) 2010 White,"10,500,000"
Imported,Gray,Local Used,,3700,,Acura,164271,MDX,,,,Registered,,2008,/jEY4wdZgPSSWWtDG72X4N3neOUEHU1r?lid=weiyR8tCm6otn-oQ,Abuja (FCT), Wuse,Acura MDX 2008 Gray,"7,072,000"
Registered,Black,Local Used,,3500,,Ford,243019,Edge,,Lagos,,Registered,,2009,/jEY4wdZQ7LHxjKfa7LRdIP8Ce226eRh?lid=weiyR8tCm6otn-oQ,Lagos State, Yaba,Ford Edge 2009 Black,"3,990,000"
Imported,Black,Local Used,,3500,,Dodge,107607,Charger,,Lagos,,Registered,,2009,/jEY4wdZkL7kIoBLalFvSMOynW9HdpOX?lid=weiyR8tCm6otn-oQ,Oyo State, Ibadan,Dodge Charger 2009 Black,"6,825,000"
Imported,White,Foreign Used,,2000,,Mercedes-Benz,23880,GLE-Class,,,,Imported,,2021,/jEY4wdZTu6jUCiDK8mQTldmGVqHdgUt?lid=weiyR8tCm6otn-oQ,Abuja (FCT), Gwarinpa,Mercedes-Benz GLE-Class 2021 White,"50,400,000"
Imported,Gray,Local Used,,2500,,Cadillac,53084,XTS,,Lagos,,Registered,,2016,/jEY4wdZxU30sSRjCZveBIyvJAMYYDmn?lid=weiyR8tCm6otn-oQ,Lagos State, Lekki,Cadillac XTS 2016 Gray,"25,200,000"
Imported,Gray,Local Used,,2500,,Cadillac,53084,XTS,,Lagos,,Registered,,2016,/jEY4wdZxU30sSRjCZveBIyvJAMYYDmn?lid=jGcZFHtMjDESzS9e,Lagos State, Lekki,Cadillac XTS 2016 Gray,"25,200,000"
Imported,Black,Local Used,,3000,,Land Rover,51244,Range Rover,,,,Registered,,2020,/jEY4wdZT0ZmVMvqtAD0cbVWe8Crena2?lid=jGcZFHtMjDESzS9e,Abuja (FCT), Wuse,Land Rover Range Rover 2020 Black,"54,600,000"
Imported,Black,Local Used,,3500,,Toyota,239481,Avalon,,,,Registered,,2014,/jEY4wdZFv2n1P56CsB1FHe7t3kCAaH1?lid=jGcZFHtMjDESzS9e,Lagos State, Lekki,Toyota Avalon 2014 Black,"11,550,000"
Registered,Blue,Local Used,,2400,,Toyota,55653,RAV4,,Lagos,,Registered,,2008,/jEY4wdZSHCu8642ZyscI7R6n8IrNq9j?lid=jGcZFHtMjDESzS9e,Lagos State, Alimosho,Toyota RAV4 2008 Blue,"7,350,000"
Registered,Silver,Local Used,,2400,,Volvo,261375,S60,,Cross River,,Registered,,2001,/jEY4wdZbtfbzuvoWFKw8tvZZ1gKoxG2?lid=jGcZFHtMjDESzS9e,Abuja (FCT), Gwarinpa,Volvo S60 2001 Silver,"5,775,000"
Imported,Gray,Local Used,,2500,,Toyota,247548,Camry,,,,Registered,,2012,/jEY4wdZnU5lnKpv0sOoHAW3X0rmnuFw?lid=jGcZFHtMjDESzS9e,Lagos State, Ojodu,Toyota Camry 2012 Gray,"8,400,000"
Registered,Silver,Local Used,All Wheel,4700,429,Mercedes-Benz,35588,GL-Class,8,Lagos,7,Registered,GL550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),2015,/jEY4wdZKNaPHyeAXcWsiL74NY9tLJkF?lid=jGcZFHtMjDESzS9e,Lagos State, Ikeja,Mercedes-Benz GL-Class GL550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),"31,200,000"
Imported,Silver,Local Used,,3500,,Ford,206246,Edge,,Lagos,,Registered,,2009,/jEY4wdZ9gRtTyB7ylUKA11497h8TxGA?lid=jGcZFHtMjDESzS9e,Lagos State, Surulere,Ford Edge 2009 Silver,"4,410,000"
Imported,White,Local Used,All Wheel,3500,266,Toyota,114496,Sienna,6,Lagos,7,Registered,Limited 7-Passenger 4dr Minivan AWD (3.5L 6cyl 6A),2014,/jEY4wdZjMCfLEodScDv5el7XhnGl4Wf?lid=jGcZFHtMjDESzS9e,Lagos State, Ogba,Toyota Sienna Limited 7-Passenger 4dr Minivan AWD (3.5L 6cyl 6A) 2014,"10,509,262"
Registered,Gray,Local Used,,3500,,Toyota,155825,Avalon,,Kogi,,Registered,,2013,/jEY4wdZN1saqbVUv8doWV7El1Q9aGgX?lid=jGcZFHtMjDESzS9e,Lagos State, Abule Egba,Toyota Avalon 2013 Gray,"11,550,000"
Registered,Black,Local Used,All Wheel,2400,,Toyota,251124,RAV4,4,Osun,5,Registered,2.0 4x4,2006,/jEY4wdZLXsNMHovzypdnvm9o5QLN1mU?lid=jGcZFHtMjDESzS9e,Lagos State, Ikorodu,Toyota RAV4 2.0 4x4 2006 Black,"4,200,000"
Imported,Black,Local Used,,3000,,Mercedes-Benz,228217,C300,,Lagos,,Registered,,2010,/jEY4wdZSKtrK6jBYWNTqn8tOpImA1AE?lid=jGcZFHtMjDESzS9e,Lagos State, Ilupeju,Mercedes-Benz C300 2010 Black,"6,961,500"
Registered,Red,Local Used,,1800,,Toyota,417623,Camry,,Lagos,,Registered,,2005,/jEY4wdZZ8uNITvSobp8NEyMPSqS5CJj?lid=jGcZFHtMjDESzS9e,Lagos State, Ogudu,Toyota Camry 2005 Red,"4,053,000"
Imported,Green,Foreign Used,,2400,,Toyota,134196,Avensis,,,,Imported,,2003,/jEY4wdZTORbOkLbjdC61cxUCYZlOA9K?lid=jGcZFHtMjDESzS9e,Lagos State, Ikeja,Toyota Avensis 2003 Green,"8,715,000"
Imported,Gray,Local Used,,2500,,Toyota,135837,Camry,,,,Registered,,2017,/jEY4wdZrBpOCg9tdLxOMUxZVecj7qN8?lid=jGcZFHtMjDESzS9e,Abuja (FCT), Wuse,Toyota Camry 2017 Gray,"12,600,000"
Imported,Green,Local Used,,1400,,Honda,299174,Jazz,,,,Registered,,2006,/jEY4wdZSvytx5r1y6zDeHqXSq8ujjyr?lid=Q84KUsRCWzP1fyDS,Abuja (FCT), Kubwa,Honda Jazz 2006 Green,"6,300,000"
Registered,Gray,Local Used,,3500,,Toyota,170816,Venza,,Lagos,,Registered,,2010,/jEY4wdZv05CFtpSWlhHmUoGSHsrZvz7?lid=Q84KUsRCWzP1fyDS,Oyo State, Ibadan,Toyota Venza 2010 Gray,"9,975,000"
Brand new,Purple,Local Used,,4000,,Land Rover,94234,Range Rover,,,,Registered,,2010,/jEY4wdZlYx0mJul7hKNtmL1o8NXPKNs?lid=Q84KUsRCWzP1fyDS,Lagos State, Ikoyi,Land Rover Range Rover 2010 Purple,"8,400,000"
Registered,Gray,Local Used,,2400,,Toyota,127307,Camry,,Abuja,,Registered,,2009,/jlCs49Q8BTApBQ30wdGGYUrNm3iJmM?lid=Q84KUsRCWzP1fyDS,Abuja (FCT), Gwarinpa,Toyota Camry 2009 Gray,"5,670,000"
Registered,Silver,Local Used,,2400,,Toyota,62997,Camry,,Lagos,,Registered,,2008,/jEY4wdZuEzOozywRx3t4EsAbgoxee5a?lid=Q84KUsRCWzP1fyDS,Lagos State, Alimosho,Toyota Camry 2008 Silver,"5,775,000"
Imported,Black,Local Used,,2500,,Toyota,325675,Camry,,Ogun,,Registered,,2015,/jEY4wdZZCwqIYe9ltJ7yeg1p4sYagdM?lid=Q84KUsRCWzP1fyDS,Lagos State, Ojodu,Toyota Camry 2015 Black,"11,655,000"
Imported,Silver,Foreign Used,,2500,,Toyota,234776,Camry,,,,Imported,,2013,/jEY4wdZMhfon4vL4lnSlpB98aRPVBrb?lid=Q84KUsRCWzP1fyDS,Oyo State, Ibadan,Toyota Camry 2013 Silver,"14,560,000"
Brand new,Gray,Brand New,,1500,,Changan,384,X7 Plus,,,,Brand new,,2025,/jEY4wdZtZPFrwDIHlYNkdnSFMyCpyEQ?lid=Q84KUsRCWzP1fyDS,Oyo State, Ibadan,New Changan X7 Plus 2025 Gray,"36,750,000"
Registered,Gray,Local Used,,1500,,Nissan,179246,Almera,,Kaduna,,Registered,,2016,/jEY4wdZIfyts8pvorfBmDIiVjy2Kdoo?lid=Q84KUsRCWzP1fyDS,Kaduna State, Kachia,Nissan Almera 2016 Gray,"5,250,000"
Registered,Gray,Local Used,,1800,,Nissan,91892,Sentra,,Lagos,,Registered,,2015,/jEY4wdZQFABz9krokFZ7AGClbbQDH4U?lid=Q84KUsRCWzP1fyDS,Rivers State, Port-Harcourt,Nissan Sentra 2015 Gray,"4,725,000"
Imported,Gray,Foreign Used,,2500,,Lexus,281581,ES,,,,Imported,,2014,/jEY4wdZZxUSUeLLGYfL5yJR8YPYVbur?lid=Q84KUsRCWzP1fyDS,Oyo State, Ibadan,Lexus ES 2014 Gray,"21,000,000"
Imported,Black,Local Used,,2000,,Hyundai,42277,Tucson,,Lagos,,Registered,,2021,/jEY4wdZZVBtigiwsnQbYBqoBgbUkvpD?lid=Q84KUsRCWzP1fyDS,Lagos State, Yaba,Hyundai Tucson 2021 Black,"30,450,000"
Registered,Blue,Local Used,,3000,,Hyundai,185231,Santa Fe,,,,Registered,,2008,/jEY4wdZFv6rUbQkhJpN5NQ0OaLA1hci?lid=Q84KUsRCWzP1fyDS,Lagos State, Ikorodu,Hyundai Santa Fe 2008 Blue,"4,200,000"
Imported,Gold,Local Used,,1800,,Toyota,213938,Matrix,,Lagos,,Registered,,2006,/jEY4wdZL0oORi9x40oplhUwiJ1BEQ8Q?lid=Q84KUsRCWzP1fyDS,Oyo State, Ibadan,Toyota Matrix 2006 Gold,"3,885,000"
Imported,White,Local Used,,2100,,BMW,494073,X3,,Lagos,,Registered,,2014,/jEY4wdZQqwdekbnwTyV3xSndOKgbcdK?lid=Q84KUsRCWzP1fyDS,Lagos State, Amuwo-Odofin,BMW X3 2014 White,"14,490,000"
Imported,White,Local Used,,4600,,Mercedes-Benz,62353,CLS,,,,Registered,,2012,/jEY4wdZOzWxyukVLJ8D6pNnGs8hbuUi?lid=2dHYFixBPakek1Ya,Lagos State, Lekki,Mercedes-Benz CLS 2012 White,"21,000,000"
Imported,Silver,Foreign Used,All Wheel,3500,268,Mercedes-Benz,246180,R-Class,6,,5,Imported,R 350 4MATIC AWD,2006,/jEY4wdZnrviYjiiRITDlO8PbHiDukTe?lid=2dHYFixBPakek1Ya,Lagos State, Magodo,Mercedes-Benz R-Class R 350 4MATIC AWD 2006 Silver,"9,975,000"
Imported,Gray,Local Used,,3500,,Kia,123175,Sorento,,Lagos,,Registered,,2011,/jEY4wdZePoiKNqnkVUBC9M21uD3zO5b?lid=2dHYFixBPakek1Ya,Lagos State, Ogba,Kia Sorento 2011 Gray,"6,825,000"
Registered,Gray,Local Used,,2400,,Hyundai,160988,Sonata,,Edo,,Registered,,2013,/jEY4wdZviLD5uZNk0YzW2LbQbcLmn9x?lid=2dHYFixBPakek1Ya,Edo State, Benin City,Hyundai Sonata 2013 Gray,"6,300,000"
Registered,Gray,Local Used,Front Wheel,2800,,Hyundai,118323,Sonata,4,Lagos,,Registered,GLS Sedan FWD (2.4L 4cyl 6A),2011,/jEY4wdZiTVp4VfhcdxzEij4bLwMkUw6?lid=2dHYFixBPakek1Ya,Lagos State, Ikorodu,Hyundai Sonata GLS Sedan FWD (2.4L 4cyl 6A) 2011 Gray,"6,153,000"
Registered,Blue,Local Used,,3000,,Hyundai,185231,Santa Fe,,,,Registered,,2008,/jEY4wdZFv6rUbQkhJpN5NQ0OaLA1hci?lid=2dHYFixBPakek1Ya,Lagos State, Ikorodu,Hyundai Santa Fe 2008 Blue,"4,200,000"
Imported,Black,Local Used,,3500,,Toyota,181073,Highlander,,Lagos,,Registered,,2012,/jEY4wdZn87udr8FhzWfXIcu2pjyi4CQ?lid=2dHYFixBPakek1Ya,Lagos State, Isolo,Toyota Highlander 2012 Black,"15,600,000"
Imported,Black,Local Used,,2700,,Toyota,100778,Venza,,,,Registered,,2014,/jEY4wdZAOmhLT8FQReQqOgGnQQmXfnV?lid=2dHYFixBPakek1Ya,Lagos State, Kosofe,Toyota Venza 2014 Black,"12,180,000"
Imported,Black,Local Used,,3500,,Mercedes-Benz,177994,GLK-Class,,Lagos,,Registered,,2010,/jEY4wdZt6hhZKoe9FIvpavNHaXwAFYX?lid=2dHYFixBPakek1Ya,Lagos State, Ajah,Mercedes-Benz GLK-Class 2010 Black,"10,258,500"
Registered,White,Local Used,,1600,,Nissan,179869,Note,,Lagos,,Registered,1.6 Petrol,2009,/jEY4wdZuIxalMqnd6XJwlkPHXEr6NLm?lid=2dHYFixBPakek1Ya,Lagos State, Ikorodu,Nissan Note 1.6 Petrol 2009 White,"4,725,000"
Imported,White,Local Used,,2700,,Hyundai,319180,Santa Fe,,Lagos,,Registered,,2007,/jEY4wdZI7mOUgoXDPa4pGQXDCwgtLRN?lid=2dHYFixBPakek1Ya,Lagos State, Ajah,Hyundai Santa Fe 2007 White,"4,725,000"
Imported,Black,Local Used,,3500,,Mercedes-Benz,291021,M Class,,Lagos,,Registered,,2010,/jEY4wdZG9ZdJTrF6u4QOyHupzYHiUOr?lid=2dHYFixBPakek1Ya,Lagos State, Alimosho,Mercedes-Benz M Class 2010 Black,"7,350,000"
Registered,Gray,Local Used,,3500,,Lexus,186489,ES,,Rivers,,Registered,,2007,/jEY4wdZIclAJchVpX2E7VDXwxwau5eD?lid=2dHYFixBPakek1Ya,Rivers State, Port-Harcourt,Lexus ES 2007 Gray,"6,300,000"
Imported,Black,Local Used,,3500,,Ford,347788,Edge,,,,Registered,,2011,/jEY4wdZMMeum37ftYuOSmelgYgRP5pS?lid=2dHYFixBPakek1Ya,Lagos State, Lekki,Ford Edge 2011 Black,"6,825,000"
Registered,Black,Local Used,,2500,,Toyota,153400,Camry,,,,Registered,,2013,/jEY4wdZyLNX87TBihjaRNPS78vddNJm?lid=2dHYFixBPakek1Ya,Rivers State, Port-Harcourt,Toyota Camry 2013 Black,"10,290,000"
Imported,Red,Local Used,,3500,,Lexus,88621,ES,,,,Registered,,2008,/jEY4wdZFS5HJdewPI444n4ng4Xr5NE0?lid=OLMvOfy3y2KBxM69,Lagos State, Lekki,Lexus ES 2008 Red,"6,300,000"
Imported,White,Foreign Used,All Wheel,5500,577,Mercedes-Benz,129592,GLE-Class,8,,5,Imported,AMG GLE 63 S 4MATIC,2016,/jEY4wdZnpvQOkPAtq5bkqgRiuKlBIkJ?lid=OLMvOfy3y2KBxM69,Lagos State, Ikoyi,Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2016 White,"84,000,000"
Registered,Black,Local Used,,2400,,Ford,174221,Fusion,,Lagos,,Registered,,2011,/jEY4wdZnTOszHuHjNaoYmjip3d5FskJ?lid=OLMvOfy3y2KBxM69,Lagos State, Surulere,Ford Fusion 2011 Black,"4,200,000"
Imported,Gold,Local Used,,2500,,Toyota,119628,Camry,,Lagos,,Registered,,2011,/jEY4wdZwBPckhJaEzOhNsEuDkBX6Lrw?lid=OLMvOfy3y2KBxM69,Lagos State, Alimosho,Toyota Camry 2011 Gold,"7,087,500"
Registered,Blue,Local Used,,3500,,Toyota,200618,Sienna,,Lagos,,Registered,,2008,/jEY4wdZEfUr3ADuDa8t2vCvBmekNggy?lid=OLMvOfy3y2KBxM69,Lagos State, Alimosho,Toyota Sienna 2008 Blue,"5,460,000"
Imported,Gray,Local Used,,5500,,Mercedes-Benz,147109,GL-Class,,Abuja,,Registered,,2012,/jEY4wdZLDV1Og3fdne2W5Wovxyxj3gS?lid=OLMvOfy3y2KBxM69,Abuja (FCT), Garki 2,Mercedes-Benz GL-Class 2012 Gray,"12,272,000"
Registered,Burgandy,Local Used,,3500,,Ford,286716,Edge,,Lagos,,Registered,,2007,/jEY4wdZXmjON2gRs1wThX8aI5YQqVJN?lid=OLMvOfy3y2KBxM69,Lagos State, Ogba,Ford Edge 2007 Burgandy,"3,885,000"
Imported,Black,Local Used,,3500,,Lexus,100785,RX 350,,Lagos,,Registered,,2016,/jEY4wdZrU0y8sT38zyriO8AEYvogrqz?lid=OLMvOfy3y2KBxM69,Lagos State, Lekki,Lexus RX 350 2016 Black,"36,400,000"
Registered,Gray,Local Used,,2000,,Peugeot,185267,3008,,Lagos,,Registered,,2009,/jEY4wdZv2sJJwk39atQTuyndTUDtovE?lid=OLMvOfy3y2KBxM69,Lagos State, Alimosho,Peugeot 3008 2009 Gray,"6,510,000"
Registered,Blue,Local Used,,3800,,Kia,313116,Sedona,,,,Registered,,2008,/jEY4wdZAQFgKbnOnnA9oYQtROv4wK4P?lid=OLMvOfy3y2KBxM69,Lagos State, Alimosho,Kia Sedona 2008 Blue,"4,725,000"
Registered,Gray,Local Used,,,,Toyota,119155,Sienna,,Lagos,,Registered,,2011,/jEY4wdZIppGnFhSGY39eMSBe16tfwwS?lid=OLMvOfy3y2KBxM69,Lagos State, Ogba,Toyota Sienna 2011 Gray,"9,660,000"
Brand new,Silver,Local Used,,1500,,Nissan,59753,Almera,,Lagos,,Registered,,2015,/jEY4wdZFPccO3B7SHrejINsljoNNdES?lid=OLMvOfy3y2KBxM69,Edo State, Benin City,Nissan Almera 2015 Silver,"5,775,000"
Imported,Black,Foreign Used,,3000,,Audi,198145,Q7,,,,Imported,,2015,/jEY4wdZv0Ta425FtXVbEjFrqlEQsv6i?lid=OLMvOfy3y2KBxM69,Lagos State, Lekki,Audi Q7 2015 Black,"26,250,000"
Brand new,Black,Local Used,,2400,,Hyundai,183624,Santa Fe,,,,Registered,,2014,/jEY4wdZmBsd1b1PQxji7dthdkUo2tKA?lid=OLMvOfy3y2KBxM69,Abuja (FCT), Kubwa,Hyundai Santa Fe 2014 Black,"13,650,000"
Imported,Black,Foreign Used,,3500,,Lexus,68314,ES,,,,Imported,,2016,/jEY4wdZxM4LluW8YHfAAWgNvHUdDPik?lid=OLMvOfy3y2KBxM69,Lagos State, Ikeja,Lexus ES 2016 Black,"28,350,000"
Imported,Black,Foreign Used,,3500,,Lexus,68314,ES,,,,Imported,,2016,/jEY4wdZxM4LluW8YHfAAWgNvHUdDPik?lid=IRK8R9jwkJUzSl1-,Lagos State, Ikeja,Lexus ES 2016 Black,"28,350,000"
Imported,White,Foreign Used,,1000,,Kia,62632,Morning,,,,Imported,,2013,/jEY4we01oSRCeJOBtWaTH2ocGzcUO2I?lid=IRK8R9jwkJUzSl1-,Lagos State, Ikorodu,Kia Morning 2013 White,"7,245,000"
Registered,Black,Local Used,,2500,,BMW,138733,530i,,,,Registered,,2010,/jEY4wdZxdDa7obBnHj2qSvHjcGQVwZM?lid=IRK8R9jwkJUzSl1-,Abuja (FCT), Kubwa,BMW 530i 2010 Black,"7,875,000"
Registered,Gray,Local Used,,3500,,Toyota,223421,Camry,,Abuja,,Registered,,2007,/jEY4wdZjdBBkTzt8QJUl9siy4dl8bzi?lid=IRK8R9jwkJUzSl1-,Abuja (FCT), Garki 2,Toyota Camry 2007 Gray,"5,880,000"
Registered,White,Local Used,,2400,,Toyota,145905,Venza,,,,Registered,,2011,/jEY4wdZrUMTv96zd5JMEEeeUaZvKoUS?lid=IRK8R9jwkJUzSl1-,Abuja (FCT), Kubwa,Toyota Venza 2011 White,"14,038,960"
Registered,Silver,Local Used,,2400,,Toyota,216369,RAV4,,Lagos,,Registered,,2006,/jEY4wdZ9SI3xXWKb0nKGzeyoO9CoeKu?lid=IRK8R9jwkJUzSl1-,Lagos State, Alimosho,Toyota RAV4 2006 Silver,"7,280,000"
Imported,White,Foreign Used,,2200,,Ford,107916,Transit,,,,Imported,,2011,/jEY4wdZZj6v2etoybaRk2vS0Ukui0x0?lid=IRK8R9jwkJUzSl1-,Oyo State, Ibadan,Ford Transit 2011 White,"8,925,000"
